"TransferWise ID",Date,Amount,Currency,Description,"Payment Reference","Running Balance","Exchange From","Exchange To","Exchange Rate","Payer Name","Payee Name","Payee Account Number",Merchant,"Card Last Four Digits","Card Holder Full Name",Attachment,Note,"Total fees","Exchange To Amount"CARD-7578525409,31-12-2023,-164.26,EUR,"Card transaction of 164.26 EUR issued by Business 7 JURMALA",,544.64,,,,,,,Business 7 JURMALA,3630,"John Smith",,,0.00
CARD-7577836680,31-12-2023,-14.7,EUR,"Card transaction of 14.7 EUR issued by Business 8 JURMALA",,708.9,,,,,,,Business 8 JURMALA,3630,"John Smith",,,0.00
CARD-7576549122,31-12-2023,-1.0,EUR,"Card transaction of 1.0 EUR issued by Business 3 JURMALA",,723.6,,,,,,,Business 3 JURMALA,3630,"John Smith",,,0.00
CARD-7575837075,31-12-2023,-35.78,EUR,"Card transaction of 35.78 EUR issued by Business 2 JURMALA",,724.6,,,,,,,Business 2 JURMALA,3630,"John Smith",,,0.00
CARD-7574355497,31-12-2023,-79.83,EUR,"Card transaction of 79.83 EUR issued by Business 6 JURMALA",,760.38,,,,,,,Business 6 JURMALA,3630,"John Smith",,,0.00
CARD-7573027263,30-12-2023,-82.54,EUR,"Card transaction of 82.54 EUR issued by Business 4 JURMALA",,840.21,,,,,,,Business 4 JURMALA,3630,"John Smith",,,0.00
CARD-7571651948,30-12-2023,-15.63,EUR,"Card transaction of 15.63 EUR issued by Business 1 JURMALA",,77.22,,,,,,,Business 1 JURMALA,3630,"John Smith",,,0.00
CARD-7570319971,29-12-2023,-82.15,EUR,"Card transaction of 82.15 EUR issued by Business 3 JURMALA",,92.85,,,,,,,Business 3 JURMALA,3630,"John Smith",,,0.00
CARD-7569014750,29-12-2023,-53.12,EUR,"Card transaction of 53.12 EUR issued by Business 6 JURMALA",,40.46,,,,,,,Business 6 JURMALA,3630,"John Smith",,,0.00
CARD-7567848831,29-12-2023,-72.03,EUR,"Card transaction of 72.03 EUR issued by Business 5 JURMALA",,93.58,,,,,,,Business 5 JURMALA,3630,"John Smith",,,0.00
CARD-7566982698,28-12-2023,-38.26,EUR,"Card transaction of 38.26 EUR issued by Business 3 JURMALA",,165.61,,,,,,,Business 3 JURMALA,3630,"John Smith",,,0.00
CARD-7566026400,27-12-2023,-31.82,EUR,"Card transaction of 31.82 EUR issued by Business 2 JURMALA",,203.87,,,,,,,Business 2 JURMALA,3630,"John Smith",,,0.00
CARD-7564659968,27-12-2023,-53.07,EUR,"Card transaction of 53.07 EUR issued by Business 4 JURMALA",,235.69,,,,,,,Business 4 JURMALA,3630,"John Smith",,,0.00
CARD-7563194615,27-12-2023,-30.31,EUR,"Card transaction of 30.31 EUR issued by Business 3 JURMALA",,25.33,,,,,,,Business 3 JURMALA,3630,"John Smith",,,0.00
CARD-7561820408,26-12-2023,-26.35,EUR,"Card transaction of 26.35 EUR issued by Business 3 JURMALA",,55.64,,,,,,,Business 3 JURMALA,3630,"John Smith",,,0.00
CARD-7560930272,26-12-2023,-71.78,EUR,"Card transaction of 71.78 EUR issued by Business 4 JURMALA",,81.99,,,,,,,Business 4 JURMALA,3630,"John Smith",,,0.00
CARD-7560368960,26-12-2023,-13.75,EUR,"Card transaction of 13.75 EUR issued by Business 3 JURMALA",,153.77,,,,,,,Business 3 JURMALA,3630,"John Smith",,,0.00
CARD-7559710456,26-12-2023,-84.26,EUR,"Card transaction of 84.26 EUR issued by Business 2 JURMALA",,167.52,,,,,,,Business 2 JURMALA,3630,"John Smith",,,0.00
CARD-7558721890,25-12-2023,-562.42,EUR,"Card transaction of 562.42 EUR issued by Business 7 JURMALA",,251.78,,,,,,,Business 7 JURMALA,3630,"John Smith",,,0.00
CARD-7557537762,24-12-2023,-1.06,EUR,"Card transaction of 1.06 EUR issued by Business 3 JURMALA",,814.2,,,,,,,Business 3 JURMALA,3630,"John Smith",,,0.00
CARD-7556384328,24-12-2023,-65.6,EUR,"Card transaction of 65.6 EUR issued by Business 7 JURMALA",,815.26,,,,,,,Business 7 JURMALA,3630,"John Smith",,,0.00
CARD-7555218074,24-12-2023,-36.66,EUR,"Card transaction of 36.66 EUR issued by Business 7 JURMALA",,880.86,,,,,,,Business 7 JURMALA,3630,"John Smith",,,0.00
CARD-7554422245,24-12-2023,-30.4,EUR,"Card transaction of 30.4 EUR issued by Business 4 JURMALA",,32.65,,,,,,,Business 4 JURMALA,3630,"John Smith",,,0.00
CARD-7553258061,23-12-2023,-33.65,EUR,"Card transaction of 33.65 EUR issued by Business 5 JURMALA",,63.05,,,,,,,Business 5 JURMALA,3630,"John Smith",,,0.00
CARD-7552313031,23-12-2023,-7.19,EUR,"Card transaction of 7.19 EUR issued by Business 10 JURMALA",,96.7,,,,,,,Business 10 JURMALA,3630,"John Smith",,,0.00
CARD-7551504809,23-12-2023,-30.79,EUR,"Card transaction of 30.79 EUR issued by Business 1 JURMALA",,103.89,,,,,,,Business 1 JURMALA,3630,"John Smith",,,0.00
CARD-7550835882,23-12-2023,-94.7,EUR,"Card transaction of 94.7 EUR issued by Business 6 JURMALA",,134.68,,,,,,,Business 6 JURMALA,3630,"John Smith",,,0.00
CARD-7549723396,22-12-2023,-32.4,EUR,"Card transaction of 32.4 EUR issued by Business 8 JURMALA",,229.38,,,,,,,Business 8 JURMALA,3630,"John Smith",,,0.00
CARD-7548449942,22-12-2023,-1.28,EUR,"Card transaction of 1.28 EUR issued by Business 9 JURMALA",,261.78,,,,,,,Business 9 JURMALA,3630,"John Smith",,,0.00
CARD-7547607368,22-12-2023,-85.44,EUR,"Card transaction of 85.44 EUR issued by Business 5 JURMALA",,263.06,,,,,,,Business 5 JURMALA,3630,"John Smith",,,0.00
CARD-7546904951,22-12-2023,-20.19,EUR,"Card transaction of 20.19 EUR issued by Business 2 JURMALA",,348.5,,,,,,,Business 2 JURMALA,3630,"John Smith",,,0.00
CARD-7545907905,21-12-2023,-68.74,EUR,"Card transaction of 68.74 EUR issued by Business 2 JURMALA",,368.69,,,,,,,Business 2 JURMALA,3630,"John Smith",,,0.00
CARD-7544897527,21-12-2023,-11.55,EUR,"Card transaction of 11.55 EUR issued by Business 5 JURMALA",,437.43,,,,,,,Business 5 JURMALA,3630,"John Smith",,,0.00
CARD-7543944426,21-12-2023,-38.63,EUR,"Card transaction of 38.63 EUR issued by Business 1 JURMALA",,448.98,,,,,,,Business 1 JURMALA,3630,"John Smith",,,0.00
CARD-7542907401,20-12-2023,-36.03,EUR,"Card transaction of 36.03 EUR issued by Business 10 JURMALA",,487.61,,,,,,,Business 10 JURMALA,3630,"John Smith",,,0.00
CARD-7541725605,20-12-2023,-77.4,EUR,"Card transaction of 77.4 EUR issued by Business 4 JURMALA",,523.64,,,,,,,Business 4 JURMALA,3630,"John Smith",,,0.00
CARD-7540408295,20-12-2023,-36.24,EUR,"Card transaction of 36.24 EUR issued by Business 6 JURMALA",,601.04,,,,,,,Business 6 JURMALA,3630,"John Smith",,,0.00
CARD-7539818296,19-12-2023,-161.64,EUR,"Card transaction of 161.64 EUR issued by Business 6 JURMALA",,637.28,,,,,,,Business 6 JURMALA,3630,"John Smith",,,0.00
CARD-7538633689,19-12-2023,-99.3,EUR,"Card transaction of 99.3 EUR issued by Business 3 JURMALA",,88.22,,,,,,,Business 3 JURMALA,3630,"John Smith",,,0.00
CARD-7537439976,19-12-2023,-16.39,EUR,"Card transaction of 16.39 EUR issued by Business 8 JURMALA",,187.52,,,,,,,Business 8 JURMALA,3630,"John Smith",,,0.00
CARD-7536804093,19-12-2023,-86.67,EUR,"Card transaction of 86.67 EUR issued by Business 2 JURMALA",,203.91,,,,,,,Business 2 JURMALA,3630,"John Smith",,,0.00
CARD-7535924358,18-12-2023,-15.79,EUR,"Card transaction of 15.79 EUR issued by Business 4 JURMALA",,290.58,,,,,,,Business 4 JURMALA,3630,"John Smith",,,0.00
CARD-7535167760,18-12-2023,-60.82,EUR,"Card transaction of 60.82 EUR issued by Business 2 JURMALA",,306.37,,,,,,,Business 2 JURMALA,3630,"John Smith",,,0.00
CARD-7534005111,18-12-2023,-64.55,EUR,"Card transaction of 64.55 EUR issued by Business 7 JURMALA",,367.19,,,,,,,Business 7 JURMALA,3630,"John Smith",,,0.00
CARD-7532726614,17-12-2023,-70.7,EUR,"Card transaction of 70.7 EUR issued by Business 3 JURMALA",,431.74,,,,,,,Business 3 JURMALA,3630,"John Smith",,,0.00
CARD-7531706663,17-12-2023,-10.7,EUR,"Card transaction of 10.7 EUR issued by Business 4 JURMALA",,502.44,,,,,,,Business 4 JURMALA,3630,"John Smith",,,0.00
CARD-7530512888,17-12-2023,-37.66,EUR,"Card transaction of 37.66 EUR issued by Business 3 JURMALA",,513.14,,,,,,,Business 3 JURMALA,3630,"John Smith",,,0.00
CARD-7529025668,17-12-2023,-88.62,EUR,"Card transaction of 88.62 EUR issued by Business 1 JURMALA",,35.56,,,,,,,Business 1 JURMALA,3630,"John Smith",,,0.00
CARD-7528220907,16-12-2023,-59.98,EUR,"Card transaction of 59.98 EUR issued by Business 6 JURMALA",,124.18,,,,,,,Business 6 JURMALA,3630,"John Smith",,,0.00
CARD-7527196803,16-12-2023,-37.98,EUR,"Card transaction of 37.98 EUR issued by Business 9 JURMALA",,69.84,,,,,,,Business 9 JURMALA,3630,"John Smith",,,0.00
CARD-7525843536,14-12-2023,-185.96,EUR,"Card transaction of 185.96 EUR issued by Business 4 JURMALA",,107.82,,,,,,,Business 4 JURMALA,3630,"John Smith",,,0.00
CARD-7524657019,14-12-2023,-37.56,EUR,"Card transaction of 37.56 EUR issued by Business 10 JURMALA",,293.78,,,,,,,Business 10 JURMALA,3630,"John Smith",,,0.00
CARD-7523995312,14-12-2023,-42.81,EUR,"Card transaction of 42.81 EUR issued by Business 9 JURMALA",,331.34,,,,,,,Business 9 JURMALA,3630,"John Smith",,,0.00
CARD-7522568226,13-12-2023,-42.06,EUR,"Card transaction of 42.06 EUR issued by Business 7 JURMALA",,374.15,,,,,,,Business 7 JURMALA,3630,"John Smith",,,0.00
CARD-7522055218,13-12-2023,-43.02,EUR,"Card transaction of 43.02 EUR issued by Business 5 JURMALA",,416.21,,,,,,,Business 5 JURMALA,3630,"John Smith",,,0.00
CARD-7520784979,13-12-2023,-93.13,EUR,"Card transaction of 93.13 EUR issued by Business 8 JURMALA",,459.23,,,,,,,Business 8 JURMALA,3630,"John Smith",,,0.00
CARD-7520181859,11-12-2023,-46.43,EUR,"Card transaction of 46.43 EUR issued by Business 4 JURMALA",,552.36,,,,,,,Business 4 JURMALA,3630,"John Smith",,,0.00
CARD-7519397679,11-12-2023,-69.63,EUR,"Card transaction of 69.63 EUR issued by Business 2 JURMALA",,598.79,,,,,,,Business 2 JURMALA,3630,"John Smith",,,0.00
CARD-7518087228,11-12-2023,-9.61,EUR,"Card transaction of 9.61 EUR issued by Business 10 JURMALA",,668.42,,,,,,,Business 10 JURMALA,3630,"John Smith",,,0.00
CARD-7517023160,11-12-2023,-934.82,EUR,"Card transaction of 934.82 EUR issued by Business 9 JURMALA",,678.03,,,,,,,Business 9 JURMALA,3630,"John Smith",,,0.00
CARD-7516449268,11-12-2023,-98.52,EUR,"Card transaction of 98.52 EUR issued by Business 2 JURMALA",,74.84,,,,,,,Business 2 JURMALA,3630,"John Smith",,,0.00
CARD-7515200947,10-12-2023,-51.15,EUR,"Card transaction of 51.15 EUR issued by Business 1 JURMALA",,173.36,,,,,,,Business 1 JURMALA,3630,"John Smith",,,0.00
CARD-7514272535,10-12-2023,-686.14,EUR,"Card transaction of 686.14 EUR issued by Business 5 JURMALA",,224.51,,,,,,,Business 5 JURMALA,3630,"John Smith",,,0.00
CARD-7513006036,10-12-2023,-43.88,EUR,"Card transaction of 43.88 EUR issued by Business 7 JURMALA",,192.74,,,,,,,Business 7 JURMALA,3630,"John Smith",,,0.00
CARD-7512046172,10-12-2023,-40.3,EUR,"Card transaction of 40.3 EUR issued by Business 8 JURMALA",,236.62,,,,,,,Business 8 JURMALA,3630,"John Smith",,,0.00
CARD-7510974239,09-12-2023,-30.5,EUR,"Card transaction of 30.5 EUR issued by Business 6 JURMALA",,276.92,,,,,,,Business 6 JURMALA,3630,"John Smith",,,0.00
CARD-7509678603,07-12-2023,-97.92,EUR,"Card transaction of 97.92 EUR issued by Business 10 JURMALA",,307.42,,,,,,,Business 10 JURMALA,3630,"John Smith",,,0.00
