"TransferWise ID",Date,Amount,Currency,Description,"Payment Reference","Running Balance","Exchange From","Exchange To","Exchange Rate","Payer Name","Payee Name","Payee Account Number",Merchant,"Card Last Four Digits","Card Holder Full Name",Attachment,Note,"Total fees","Exchange To Amount"CARD-20863047710,31-12-2023,-1.49,EUR,"Card transaction of 1.49 EUR issued by Business 2 TALLINN",,446.09,,,,,,,Business 2 TALLINN,7280,"John Smith",,,0.00
CARD-20862448103,31-12-2023,-16.54,EUR,"Card transaction of 16.54 EUR issued by Business 6 TALLINN",,447.58,,,,,,,Business 6 TALLINN,7280,"John Smith",,,0.00
CARD-20861795256,31-12-2023,-92.41,EUR,"Card transaction of 92.41 EUR issued by Business 6 TALLINN",,464.12,,,,,,,Business 6 TALLINN,7280,"John Smith",,,0.00
CARD-20860924593,30-12-2023,-43.07,EUR,"Card transaction of 43.07 EUR issued by Business 6 TALLINN",,556.53,,,,,,,Business 6 TALLINN,7280,"John Smith",,,0.00
CARD-20859994425,29-12-2023,-443.26,EUR,"Card transaction of 443.26 EUR issued by Business 4 TALLINN",,599.6,,,,,,,Business 4 TALLINN,7280,"John Smith",,,0.00
CARD-20859182622,29-12-2023,-31.32,EUR,"Card transaction of 31.32 EUR issued by Business 6 TALLINN",,64.07,,,,,,,Business 6 TALLINN,7280,"John Smith",,,0.00
CARD-20858334103,29-12-2023,-7.16,EUR,"Card transaction of 7.16 EUR issued by Business 4 TALLINN",,95.39,,,,,,,Business 4 TALLINN,7280,"John Smith",,,0.00
CARD-20857389926,28-12-2023,-82.2,EUR,"Card transaction of 82.2 EUR issued by Business 5 TALLINN",,102.55,,,,,,,Business 5 TALLINN,7280,"John Smith",,,0.00
CARD-20856574695,28-12-2023,-30.2,EUR,"Card transaction of 30.2 EUR issued by Business 3 TALLINN",,184.75,,,,,,,Business 3 TALLINN,7280,"John Smith",,,0.00
CARD-20855414189,28-12-2023,-36.55,EUR,"Card transaction of 36.55 EUR issued by Business 5 TALLINN",,214.95,,,,,,,Business 5 TALLINN,7280,"John Smith",,,0.00
CARD-20854446872,28-12-2023,-67.27,EUR,"Card transaction of 67.27 EUR issued by Business 8 TALLINN",,251.5,,,,,,,Business 8 TALLINN,7280,"John Smith",,,0.00
CARD-20853946427,27-12-2023,-55.84,EUR,"Card transaction of 55.84 EUR issued by Business 5 TALLINN",,318.77,,,,,,,Business 5 TALLINN,7280,"John Smith",,,0.00
CARD-20853170524,27-12-2023,-29.21,EUR,"Card transaction of 29.21 EUR issued by Business 6 TALLINN",,374.61,,,,,,,Business 6 TALLINN,7280,"John Smith",,,0.00
CARD-20852658126,25-12-2023,-41.87,EUR,"Card transaction of 41.87 EUR issued by Business 2 TALLINN",,403.82,,,,,,,Business 2 TALLINN,7280,"John Smith",,,0.00
CARD-20851283708,25-12-2023,-41.87,EUR,"Card transaction of 41.87 EUR issued by Business 1 TALLINN",,445.69,,,,,,,Business 1 TALLINN,7280,"John Smith",,,0.00
CARD-20850282824,25-12-2023,-993.02,EUR,"Card transaction of 993.02 EUR issued by Business 8 TALLINN",,487.56,,,,,,,Business 8 TALLINN,7280,"John Smith",,,0.00
CARD-20848944471,25-12-2023,-94.2,EUR,"Card transaction of 94.2 EUR issued by Business 4 TALLINN",,82.25,,,,,,,Business 4 TALLINN,7280,"John Smith",,,0.00
CARD-20848326407,25-12-2023,-41.09,EUR,"Card transaction of 41.09 EUR issued by Business 2 TALLINN",,176.45,,,,,,,Business 2 TALLINN,7280,"John Smith",,,0.00
