"TransferWise ID",Date,Amount,Currency,Description,"Payment Reference","Running Balance","Exchange From","Exchange To","Exchange Rate","Payer Name","Payee Name","Payee Account Number",Merchant,"Card Last Four Digits","Card Holder Full Name",Attachment,Note,"Total fees","Exchange To Amount"CARD-10347364739,30-12-2024,-10.61,EUR,"Card transaction of 10.61 EUR issued by Business 8 TARTU",,403.19,,,,,,,Business 8 TARTU,2020,"John Smith",,,0.00
CARD-10346520190,30-12-2024,-8.36,EUR,"Card transaction of 8.36 EUR issued by Business 9 TARTU",,413.8,,,,,,,Business 9 TARTU,2020,"John Smith",,,0.00
CARD-10345747099,30-12-2024,-34.92,EUR,"Card transaction of 34.92 EUR issued by Business 2 TARTU",,422.16,,,,,,,Business 2 TARTU,2020,"John Smith",,,0.00
CARD-10344606132,30-12-2024,-17.99,EUR,"Card transaction of 17.99 EUR issued by Business 4 TARTU",,457.08,,,,,,,Business 4 TARTU,2020,"John Smith",,,0.00
CARD-10343234489,29-12-2024,-47.09,EUR,"Card transaction of 47.09 EUR issued by Business 3 TARTU",,475.07,,,,,,,Business 3 TARTU,2020,"John Smith",,,0.00
CARD-10341865129,29-12-2024,-4.82,EUR,"Card transaction of 4.82 EUR issued by Business 8 TARTU",,522.16,,,,,,,Business 8 TARTU,2020,"John Smith",,,0.00
CARD-10341152955,29-12-2024,-64.01,EUR,"Card transaction of 64.01 EUR issued by Business 5 TARTU",,526.98,,,,,,,Business 5 TARTU,2020,"John Smith",,,0.00
CARD-10340159396,29-12-2024,-66.32,EUR,"Card transaction of 66.32 EUR issued by Business 5 TARTU",,590.99,,,,,,,Business 5 TARTU,2020,"John Smith",,,0.00
CARD-10339231553,28-12-2024,-11.36,EUR,"Card transaction of 11.36 EUR issued by Business 10 TARTU",,657.31,,,,,,,Business 10 TARTU,2020,"John Smith",,,0.00
CARD-10338190179,28-12-2024,-38.08,EUR,"Card transaction of 38.08 EUR issued by Business 9 TARTU",,668.67,,,,,,,Business 9 TARTU,2020,"John Smith",,,0.00
CARD-10336811937,28-12-2024,-65.86,EUR,"Card transaction of 65.86 EUR issued by Business 10 TARTU",,706.75,,,,,,,Business 10 TARTU,2020,"John Smith",,,0.00
CARD-10336107886,27-12-2024,-82.96,EUR,"Card transaction of 82.96 EUR issued by Business 1 TARTU",,772.61,,,,,,,Business 1 TARTU,2020,"John Smith",,,0.00
CARD-10334732125,27-12-2024,-81.48,EUR,"Card transaction of 81.48 EUR issued by Business 7 TARTU",,855.57,,,,,,,Business 7 TARTU,2020,"John Smith",,,0.00
CARD-10333899228,27-12-2024,-33.02,EUR,"Card transaction of 33.02 EUR issued by Business 7 TARTU",,26.34,,,,,,,Business 7 TARTU,2020,"John Smith",,,0.00
CARD-10333348504,27-12-2024,-83.57,EUR,"Card transaction of 83.57 EUR issued by Business 7 TARTU",,59.36,,,,,,,Business 7 TARTU,2020,"John Smith",,,0.00
CARD-10332806215,26-12-2024,-40.29,EUR,"Card transaction of 40.29 EUR issued by Business 1 TARTU",,142.93,,,,,,,Business 1 TARTU,2020,"John Smith",,,0.00
CARD-10331408707,26-12-2024,-18.85,EUR,"Card transaction of 18.85 EUR issued by Business 1 TARTU",,183.22,,,,,,,Business 1 TARTU,2020,"John Smith",,,0.00
CARD-10330366410,26-12-2024,-45.16,EUR,"Card transaction of 45.16 EUR issued by Business 7 TARTU",,202.07,,,,,,,Business 7 TARTU,2020,"John Smith",,,0.00
CARD-10329052416,25-12-2024,-61.66,EUR,"Card transaction of 61.66 EUR issued by Business 7 TARTU",,247.23,,,,,,,Business 7 TARTU,2020,"John Smith",,,0.00
CARD-10327942851,25-12-2024,-23.02,EUR,"Card transaction of 23.02 EUR issued by Business 1 TARTU",,308.89,,,,,,,Business 1 TARTU,2020,"John Smith",,,0.00
CARD-10326928138,24-12-2024,-29.73,EUR,"Card transaction of 29.73 EUR issued by Business 3 TARTU",,331.91,,,,,,,Business 3 TARTU,2020,"John Smith",,,0.00
CARD-10326058574,24-12-2024,-31.72,EUR,"Card transaction of 31.72 EUR issued by Business 6 TARTU",,361.64,,,,,,,Business 6 TARTU,2020,"John Smith",,,0.00
CARD-10324741334,24-12-2024,-29.81,EUR,"Card transaction of 29.81 EUR issued by Business 2 TARTU",,393.36,,,,,,,Business 2 TARTU,2020,"John Smith",,,0.00
CARD-10323249860,23-12-2024,-12.23,EUR,"Card transaction of 12.23 EUR issued by Business 9 TARTU",,423.17,,,,,,,Business 9 TARTU,2020,"John Smith",,,0.00
CARD-10321825372,23-12-2024,-47.54,EUR,"Card transaction of 47.54 EUR issued by Business 1 TARTU",,435.4,,,,,,,Business 1 TARTU,2020,"John Smith",,,0.00
CARD-10321274662,23-12-2024,-66.49,EUR,"Card transaction of 66.49 EUR issued by Business 9 TARTU",,482.94,,,,,,,Business 9 TARTU,2020,"John Smith",,,0.00
CARD-10319898076,23-12-2024,-39.41,EUR,"Card transaction of 39.41 EUR issued by Business 3 TARTU",,549.43,,,,,,,Business 3 TARTU,2020,"John Smith",,,0.00
CARD-10318494407,22-12-2024,-22.45,EUR,"Card transaction of 22.45 EUR issued by Business 8 TARTU",,588.84,,,,,,,Business 8 TARTU,2020,"John Smith",,,0.00
CARD-10317200846,22-12-2024,-60.84,EUR,"Card transaction of 60.84 EUR issued by Business 1 TARTU",,611.29,,,,,,,Business 1 TARTU,2020,"John Smith",,,0.00
CARD-10316609000,22-12-2024,-82.91,EUR,"Card transaction of 82.91 EUR issued by Business 9 TARTU",,672.13,,,,,,,Business 9 TARTU,2020,"John Smith",,,0.00
CARD-10315535875,22-12-2024,-78.79,EUR,"Card transaction of 78.79 EUR issued by Business 2 TARTU",,755.04,,,,,,,Business 2 TARTU,2020,"John Smith",,,0.00
CARD-10314142575,21-12-2024,-10.33,EUR,"Card transaction of 10.33 EUR issued by Business 10 TARTU",,833.83,,,,,,,Business 10 TARTU,2020,"John Smith",,,0.00
